DrugBank ID,Name_Synonyms
DB04371,['nan']
DB04372,['nan']
DB04373,['nan']
DB04374,['nan']
DB04376,['nan']
DB04377,"['meglutol', '3-hydroxy-3-methylglutaric acid', 'dicrotalic acid', 'meglutol']"
DB04378,['nan']
DB04379,['nan']
DB04380,"['allantoate', 'bis[(aminocarbonyl)amino]acetate', 'diureido-acetate', 'diureidoacetate']"
DB04381,['nan']
DB04382,['nan']
DB04383,"['l-valinol', '(s)-(+)-2-amino-3-methyl-1-butanol', '(s)-2-amino-3-methylbutanol', '2-amino-3-methyl-1-butanol', '2-amino-3-methylbutan-1-ol']"
DB04384,"['fe-mesopone', '(8,12-diethyl-3,8,13,17-tetramethyl-7-oxo-porphyrinato-2,18-dipropionic acid)iron(iii)']"
DB04385,['nan']
DB04386,['nan']
DB04387,['nan']
DB04388,['nan']
DB04389,['nan']
DB04391,['nan']
DB04392,['nan']
DB04393,"['soneclosan', '5-chloro-2-(p-chlorophenoxy)phenol', 'hydroxydichlorodiphenyl ether']"
DB04394,['nan']
DB04395,['nan']
DB04396,['nan']
DB04397,['nan']
DB04398,"['lactic acid', '(±)-2-hydroxypropanoic acid', '2-hydroxypropanoic acid', '2-hydroxypropionic acid', 'ácido láctico', 'acidum lacticum', 'dl- lactic acid', 'dl-lactic acid', 'dl-milchsäure', 'lacticum acidum', 'milchsäure', 'milk acid', 'rac-lactic acid', 'α-hydroxypropanoic acid', 'α-hydroxypropionic acid']"
DB04400,"['l-erythro-7,8-dihydrobiopterin', 'dihydrobiopterin', 'l-erythro-q-dihydrobiopterin', 'q-bh2', 'quinonoid dihydrobiopterin']"
DB04401,['nan']
DB04404,['nan']
DB04405,['nan']
DB04406,['nan']
DB04407,['nan']
DB04408,['nan']
DB04409,['nan']
DB04410,"['3-phenylpropylamine', '3-phenyl-1-aminopropane', '3-phenyl-1-propylamine', '3-phenyl-n-propylamine', '3-phenylpropanamine', 'benzenepropanamine', 'gamma-phenyl-n-propylamine', 'gamma-phenylpropylamine', 'hydrocinnamylamine']"
DB04411,['nan']
DB04414,['nan']
DB04415,['nan']
DB04416,['nan']
DB04417,['nan']
DB04418,"['adenylosuccinic acid', 'aspartyl adenylate', 'n-[9-(5-o-phosphono-beta-d-ribofuranosyl)-9h-purin-6-yl]aspartic acid', 'n(6)-(1,2-dicarboxyethyl)-amp', 'n(6)-(1,2-dicarboxyethyl)amp']"
DB04419,"['d-norleucine', 'd-(−)-norleucine', 'd-2-aminohexanoic acid']"
DB04421,['nan']
DB04422,['nan']
DB04423,['nan']
DB04424,['nan']
DB04425,['nan']
DB04426,['nan']
DB04427,['nan']
DB04429,['nan']
DB04430,['nan']
DB04431,['nan']
DB04432,['nan']
DB04433,['nan']
DB04434,['nan']
DB04436,"['3-fluorotyrosine', '3-fluoro-l-tyrosine']"
DB04437,['nan']
DB04438,"['bvdu-mp', 'bvp']"
DB04439,['nan']
DB04440,"['nebularine', 'n-d-ribosylpurine', 'purine nucleoside', 'purine riboside']"
DB04441,"['2-fluoroadenosine', '2-(6-amino-2-fluoro-purin-9-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol', '6-amino-2-fluoro-9-β-d-ribofuranosylpurine']"
DB04442,['nan']
DB04444,"['tetrafluoroaluminate ion', 'tetrafluoroaluminate anion', 'tetrafluoroaluminate(1−)']"
DB04445,"['mercuric iodide', 'hydrargyrum bijodatum', 'mercuric iodide red', 'mercuric iodide, red', 'mercury diiodide', 'red mercuric iodide']"
DB04446,['nan']
DB04447,"['1,4-dithiothreitol', '2,3-dihydroxy-1,4-dithiobutane']"
DB04448,['nan']
DB04449,['nan']
DB04450,['nan']
DB04451,['nan']
DB04452,['nan']
DB04453,['nan']
DB04454,['nan']
DB04455,['nan']
DB04456,"['arsenous acid', 'arsenic trihydroxide', 'arsenous acid', 'arsorous acid', 'trihydroxyarsenite(iii)']"
DB04457,['nan']
DB04458,['nan']
DB04459,['nan']
DB04460,['nan']
DB04461,"['coproporphyrinogen iii', '3,8,13,17-tetramethyl-5,10,15,20,22,24-hexahydroporphyrin-2,7,12,18-tetrapropionic acid', '5,10,15,20,22,24-hexahydro-3,8,13,17-tetramethyl-21h,23h-porphine-2,7,12,18-tetrapropanoic acid']"
DB04462,['nan']
DB04463,['nan']
DB04464,['nan']
DB04465,['nan']
DB04466,['nan']
DB04467,['nan']
DB04468,"['afimoxifene', '4-hydroxytamoxifen', '4-monohydroxytamoxifen', '4-oht', 'afimoxifene']"
DB04469,['nan']
DB04470,['nan']
DB04471,['nan']
DB04472,['nan']
DB04473,['nan']
DB04474,['nan']
DB04476,['nan']
DB04477,['nan']
DB04478,['nan']
DB04479,['nan']
DB04480,['nan']
DB04481,['nan']
DB04482,['nan']
DB04483,"['2-deoxy-2-fluoro-β-d-mannose', '2-deoxy-2-fluoro-beta-d-mannose']"
DB04484,"['l-phenylalaninol', '(r)-2-amino-3-phenylpropanol', '(s)-(-)-2-amino-3-phenyl-1-propanol', '(s)-2-benzylethanolamine', '(s)-beta-aminobenzenepropanol', '2-amino-3-phenyl-1-propanol', 'l-2-amino-3-phenyl-1-propanol', 'l-2-amino-3-phenylpropan-1-ol']"
DB04485,"['deoxythymidine', ""2'-deoxythymidine"", 'deoxyribosylthymine', 'thymidine', 'thymine deoxyriboside']"
DB04486,['nan']
DB04487,['nan']
DB04488,['nan']
DB04489,"['guanidinoethylmercaptosuccinic acid', 'gemsa', 'guanidinoethyl-mercaptosuccinic acid']"
DB04490,['nan']
DB04491,['nan']
DB04492,['nan']
DB04493,['nan']
DB04494,"['dihydroxy(oxo)molybdenum(6+)', 'omo']"
DB04495,['nan']
DB04496,['nan']
DB04497,['nan']
DB04498,['nan']
DB04499,['nan']
DB04500,"['acedoben', '4-(acetylamino)benzoic acid', '4-acetamidobenzoic acid', '4-acetylaminobenzoic acid', '4-carboxyacetanilide', 'acedoben', 'acedobene', 'acedobenum', 'n-acetyl-p-aminobenzoic acid', 'n-acetyl-paba', 'p-acetamidobenzoic acid', 'p-acetoaminobenzoic acid', 'p-acetylaminobenzoic acid', 'paab', 'para acetamido benzoic acid']"
DB04501,"['camphane', '(1s,4s)-1,7,7-trimethylbicyclo[2.2.1]heptane', '1β,4β-bornane', 'bornane', 'bornylane']"
DB04502,['nan']
DB04503,['nan']
DB04504,['nan']
DB04505,['nan']
DB04506,['nan']
DB04508,['nan']
DB04509,['nan']
DB04510,"['3-phospho-d-glyceric acid', '3-phospho-(r)-glycerate', '3-phospho-d-glycerate', '3-phosphoglycerate', 'd-glycerate 3-phosphate']"
DB04511,['nan']
DB04512,['nan']
DB04513,['nan']
DB04514,['nan']
DB04515,['nan']
DB04516,['nan']
DB04517,['nan']
DB04518,['nan']
DB04519,"['caprylic acid', '1-heptanecarboxylic acid', 'acide octanoïque', 'acide octanoique', 'ácido octanoico', 'acidum octanocium', 'acidum octanoicum', 'c8:0', 'caprylic acid', 'kaprylsäure', 'n-caprylic acid', 'n-octanoic acid', 'n-octoic acid', 'n-octylic acid', 'octanoic acid', 'octoic acid', 'octylic acid']"
DB04520,['nan']
DB04521,['nan']
DB04522,"['dexfosfoserine', 'phosphonoserine']"
DB04523,['nan']
DB04524,"['malonyl-coa', 'coenzyme a, s-(hydrogen propanedioate)', 'malonyl coenzyme a', 's-(hydrogen malonyl)coenzyme a']"
DB04525,['nan']
DB04526,['nan']
DB04527,"['beta-hydroxyasparagine', '3-hydroxyasparagine']"
DB04528,"['2,4-dinitrophenol', 'dinitrophenol']"
DB04529,['nan']
DB04530,['nan']
DB04531,['nan']
DB04532,['nan']
DB04533,['nan']
DB04534,['nan']
DB04537,['nan']
DB04538,"['threo-3-methyl-l-aspartic acid', '(3s)-3-methyl-l-aspartic acid', '2s,3s-3-methylaspartic acid', 'l-threo-3-methylaspartate']"
DB04539,['nan']
DB04540,"['cholesterol', '(3β,14β,17α)-cholest-5-en-3-ol', 'cholest-5-en-3beta-ol', 'cholesterin']"
DB04541,['nan']
DB04542,['nan']
DB04543,['nan']
DB04544,['nan']
DB04545,"['afegostat', '(3r,4r,5r)-5-(hydroxymethyl)piperidine-3,4-diol', 'isofagomine']"
DB04546,['nan']
DB04547,['nan']
DB04548,['nan']
DB04549,['nan']
DB04551,"['beta-d-fructofuranose 1,6-bisphosphate', '1,6-di-o-phosphono-β-d-fructofuranose', 'beta-d-fructose 1,6-bisphosphate', 'β-d-fructofuranose 1,6-bisphosphate']"
DB04552,"['niflumic acid', 'acide niflumique', 'acido niflumico', 'acidum niflumicum', 'nfa', 'niflugel']"
DB04553,['nan']
DB04554,['nan']
DB04555,['nan']
DB04556,['nan']
DB04557,['nan']
DB04559,['nan']
DB04560,['nan']
DB04561,['nan']
DB04562,['nan']
DB04563,['nan']
DB04564,"['gluconolactone', '1,5-d-gluconolactone', '1,5-gluconolactone', 'd-gluconic acid delta-lactone', 'd-glucono-1,5-lactone', 'd-threo-aldono-1,5-lactone', 'delta-gluconolactone', 'gdl', 'gluconic acid lactone', 'glucono delta-lactone', 'glucono-delta-lactone']"
DB04565,['nan']
DB04566,"['inosinic acid', 'cytosine inosinate']"
DB04567,['nan']
DB04568,['nan']
DB04569,['nan']
DB04570,"['latamoxef', 'festamoxin', 'lamoxactam', 'latamoxef', 'latamoxefum', 'moxalactam']"
DB04571,"['trioxsalen', ""2',4,8-trimethylpsoralen"", ""4,5',8-trimethylpsoralen"", ""4,8,5'-trimethylpsoralen"", '6-hydroxy-β,2,7-trimethyl-5-benzofuranacrylic acid, δ-lactone', 'trimethylpsoralen', 'trioxisaleno', 'trioxsalen', 'trioxysalen', 'trioxysalene', 'trioxysalenum', 'trisoralen']"
DB04572,"['thiotepa', 'thiotepa']"
DB04573,"['estriol', '(16α,17β)-estra-1,3,5(10)-triene-3,16,17-triol', '1,3,5(10)-estratriene-3,16-alpha,17beta-triol', '16-alpha-hydroxyestradiol', '16alpha-hydroxyestradiol', '16α-hydroxyestradiol', '16α,17β-estriol', '3,16alpha,17beta-trihydroxy-delta(1,3,5)-estratriene', 'estriol', 'oestriol', 'östriol', 'trihydroxyestrin']"
DB04574,"['estrone sulfate', 'estra-1,3,5 (10)-triene-17-one-3-yl-sulfate', 'estrone 3-sulfate', 'estrone bisulfate', 'estrone hemisulfate', 'estrone hydrogen sulfate', 'estrone sulphate', 'estrone-3-sulphate', 'estrone, hydrogen sulfate']"
DB04575,"['quinestrol', '17-alpha-ethinylestradiol 3-cyclopentyl ether', '17alpha-ethynylestradiol 3-cyclopentyl ether', 'estradiol-17-beta 3-cyclopentyl ether', 'quinestrol', 'quinestrolo', 'quinestrolum']"
DB04576,"['fleroxacin', 'fleroxacin', 'fleroxacine', 'fleroxacino', 'fleroxacinum', 'fleroxicin', 'flrx', 'megalocin', 'megalocin (tn)', 'megalone', 'megalone (tn)', 'megalosin', 'quinodis']"
DB04577,"['1-(1-phenylcyclopentyl)methylamine', '1-(1-phenylcyclopentyl)methanamine', '1-phenylcyclopentanemethylamine', 'c-(1-phenyl-cyclopentyl)-methylamine']"
DB04578,['nan']
DB04579,['nan']
DB04580,['nan']
DB04581,"['1-benzylimidazole', '1-benzyl-1h-imidazole', 'n-benzylimidazole']"
DB04582,['nan']
DB04583,['nan']
DB04584,"['phenyldehydroalanine', '2,3-didehydrophenylalanine', 'alpha-aminocinnamate']"
DB04585,['nan']
DB04586,"['2-bromophenol', '2-bromfenol', 'bromophenol', 'o-bromo-phenol', 'o-bromophenol']"
DB04587,['nan']
DB04588,['nan']
DB04590,['nan']
DB04591,['nan']
DB04592,['nan']
DB04593,['nan']
DB04594,['nan']
DB04595,['nan']
DB04596,['nan']
DB04597,['nan']
DB04598,['nan']
DB04599,"['aniracetam', '1-p-anisoyl-2-pyrrolidinone']"
DB04600,['nan']
DB04601,['nan']
DB04602,['nan']
DB04603,['nan']
DB04604,['nan']
DB04605,['nan']
DB04606,['nan']
DB04607,['nan']
DB04608,['nan']
DB04609,['nan']
DB04610,"['7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin', '2-amino-6-hydroxymethyl-7-methyl-7-phenethyl-7,8-dihydro-3h-pteridin-4-one', 'analogue of pterin substrate']"
DB04612,['nan']
DB04613,['nan']
DB04614,['nan']
DB04615,['nan']
DB04616,['nan']
DB04617,['nan']
DB04618,['nan']
DB04619,['nan']
DB04620,"['cycloleucine', '1-amino-1-cyclopentanecarboxylic acid', '1-amino-cyclopentanecarboxylic acid', '1-aminocyclopentane-1-carboxylic acid', '1-aminocyclopentanecarboxylate', '1-aminocyclopentanecarboxylic acid', 'amino-1-cyclopentanecarboxylic acid', 'cyclo-leucine', 'cycloleucin']"
DB04622,['nan']
DB04623,['nan']
DB04624,['nan']
DB04626,"['apramycin', 'apramicina', 'apramycin', 'nebramycin ii']"
DB04627,"['cyclouridine', ""2,2'-anhydrouridine"", ""2,2'-o-cyclouridine"", ""o2,2'-cyclouridine""]"
DB04628,"['allosamidin', 'allosamidine', 'naa-(1-4)naa-(1-4)ami']"
DB04629,['nan']
DB04630,"['aldosterone', '(+)-aldosterone', '(11β)-11,21-dihydroxy-3,20-dioxopregn-4-en-18-al', '11beta,21-dihydroxy-3,20-dioxo-4-pregnen-18-al', '11beta,21-dihydroxy-3,20-dioxopregn-4-en-18-al', 'aldosterona', 'aldosterone', 'aldosteronum']"
DB04631,"['atpenin a5', '3-[(2s,4s,5r)-5,6-dichloro-2,4-dimethyl-1-oxohexyl]-4-hydroxy-5,6-dimethoxy-2(1h)-pyridinone', 'aa5', 'at5']"
DB04632,['nan']
DB04633,"['n-ethyl-n-[3-(propylamino)propyl]propane-1,3-diamine', 'be3']"
DB04634,['nan']
DB04636,['nan']
DB04637,['nan']
DB04638,['nan']
DB04639,['nan']
DB04640,"['naphthalene-2,6-disulfonic acid', '2,6-naphthalenedisulfonic acid', 'ebert-merz beta-acid', 'naphthalene-2,6-disulphonic acid']"
DB04641,['nan']
DB04642,['nan']
DB04643,['nan']
DB04644,['nan']
DB04645,['nan']
DB04646,"['dibromothymoquinone', '2,5-dibromo-3-isopropyl-6-methylbenzo-1,4-quinone', '2,5-dibromo-3-isopropyl-6-methylbenzoquinone', '2,5-dibromo-3-methyl-6-isopropyl-p-benzoquinone', '2,5-dibromo-6-isopropyl-3-methyl-1,4-benzoquinone', 'dbmib']"
DB04647,['nan']
DB04648,"['s-propylamine-l-cysteine', 'bpe']"
DB04649,['nan']
DB04650,['nan']
DB04651,['nan']
DB04652,"['corticosterone', '(11β)-11,21-dihydroxypregn-4-ene-3,20-dione', '11beta,21-dihydroxy-4-pregnene-3,20-dione', '11β,21-dihydroxyprogesterone', '17-deoxycortisol', ""kendall's compound b"", ""reichstein's substance h""]"
DB04653,['nan']
DB04654,['nan']
DB04655,['nan']
DB04656,['nan']
DB04657,"['carboxin', '2,3-dihydro-5-carboxanilido-6-methyl-1,4-oxathiin', '2,3-dihydro-6-methyl-1,4-oxathiin-5-carboxanilide', '2,3-dihydro-6-methyl-5-phenylcarbamoyl-1,4-oxathiin', '5-carboxanilido-2,3-dihydro-6-methyl-1,4-oxathiin', '5,6-dihydro-2-methyl-1,4-oxathiin-3-carboxanilide', '5,6-dihydro-2-methyl-3-carboxanilido-1,4-oxathiin', '5,6-dihydro-2-methyl-n-phenyl-1,4-oxathiin-3-carboxamide', 'carbathiin', 'carboxine', 'oxatin']"
DB04658,['nan']
DB04659,['nan']
DB04660,"['choline alfoscerate', '(2r)-2,3-dihydroxypropyl 2-(trimethylammonio)ethyl phosphate', 'alpha-glycerophosphorylcholine', 'choline alphoscerate', 'choline glycerophosphate', 'cholini glycerophosphas', 'glicerofosfato de colina', 'glycerol phosphorylcholine', 'glycerol-3-phosphatidylcholine', 'glycerol-3-phosphocholine', 'glycerophosphate de choline', 'glycerophosphocholine', 'glycerophosphorylcholine', 'gpcho', 'l-alpha-glycerophosphocholine', 'l-alpha-glycerophosphorylcholine', 'sn-3-gpc', 'sn-glycero-3-phosphocholine']"
DB04661,"['cis-tetracosenoyl sulfatide', '(2s,3r,4e)-n-nervonic-1-[beta-d-(3-sulfate)-galactopyranosyl]-2-amino-octadecene-3-ol']"
DB04662,['nan']
DB04663,['nan']
DB04664,"['cyclohexyl-pentyl-maltoside', '5-cyclohexyl-1-pentyl-beta-d-maltoside', '5-cyclohexylpentyl 4-o-alpha-d-glucopyranosyl-beta-d-glucopyranoside', 'cymal-5']"
DB04665,"['coumarin', '1,2-benzopyrone', '2h-1-benzopyran-2-one', '2h-benzo(b)pyran-2-one', 'coumarinic lactone', 'cumarin']"
DB04666,['nan']
DB04667,['nan']
DB04668,['nan']
DB04669,['nan']
DB04671,['nan']
DB04672,"[""cyclic 3',5'-thymidine monophosphate"", ""2',3'-dehydro-2',3'-deoxy-thymidine 5'-monophosphate"", ""2',3'-dideoxy-2',3-didehydrothymidine 5'-monophosphate"", ""3',5'-cyclic dtmp"", 'ctmp', 'cyclic tmp', 'd4t-mp', 'd4tmp']"
DB04673,['nan']
DB04674,['nan']
DB04676,"['dansyllysine', 'dns', 'dns-lysine', 'n(epsilon)-dansyl-l-lysine', 'nepsilon-dansyl-l-lysine']"
DB04677,['nan']
DB04678,['nan']
DB04679,['nan']
DB04680,['nan']
DB04681,['nan']
DB04682,"['octylphenoxy polyethoxyethanol', 'alkylphenol-hydroxypolyoxyetheylene', 'anapoe-305']"
DB04683,['nan']
DB04684,['nan']
DB04685,['nan']
DB04686,['nan']
DB04687,['nan']
DB04688,"['methylecgonine', 'ecgonine methyl ester']"
DB04689,['nan']
DB04690,"['camptothecin', '(+)-camptothecin', '(+)-camptothecine', '(s)-(+)-camptothecin', '(s)-camptothecin', '20(s)-camptothecin', '21,22-secocamptothecin-21-oic acid lactone', 'camptothecine', 'd-camptothecin']"
DB04691,['nan']
DB04692,['nan']
DB04693,['nan']
DB04694,"['2,6-anhydro-3-deoxy-3-fluoronononic acid', '2-keto-3-deoxy-d-glycero-d-galacto-3-fluoronononic acid', '2,6-anhydro-3-deoxy-3-fluoro-l-arabino-d-galacto-nononic acid']"
DB04695,"['farnesyl thiopyrophosphate', 'farnesyl thiodiphosphate']"
DB04696,['nan']
DB04697,['nan']
DB04698,['nan']
DB04699,"['gamma-butyrolactone', '1,4-lactone', '4-butyrolactone', '4-hydroxybutyric acid lactone', 'butyrolactone', 'dihydrofuran-2(3h)-one', 'γ-butyrolactone']"
DB04700,['nan']
DB04701,['nan']
DB04702,['nan']
DB04703,"['hesperidin', '(s)-(−)-hesperidin', 'cirantin', 'ciratin', 'hesperetin 7-o-rutinoside', 'hesperidin', 'hesperidina', 'hesperidoside']"
DB04704,['nan']
DB04705,['nan']
DB04706,['nan']
DB04707,"['hydroxyfasudil', 'hydroxy-fasudil']"
DB04708,['nan']
DB04709,['nan']
DB04710,['nan']
DB04711,"['iodipamide', ""3,3'-(adipoyldiimino)bis(2,4,6-triiodobenzoic acid)"", 'adipiodona', 'adipiodone', 'adipiodonum']"
DB04712,['nan']
DB04713,"['4-iodo-d-phenylalanine', 'd-p-iodophenylalanine']"
DB04714,['nan']
DB04715,['nan']
DB04716,['nan']
DB04717,['nan']
DB04718,"['(1r,2r,3s,4r,6s)-4,6-diamino-2-{[3-o-(2,6-diamino-2,6-dideoxy-beta-l-idopyranosyl)-2-o-{2-[(piperidin-3-ylmethyl)amino]ethyl}-beta-d-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-d-glucopyranoside', '(1r,2r,3s,4r,6s)-4,6-diamino-2-{[3-o-(2,6-diamino-2,6-dideoxy-β-l-idopyranosyl)-2-o-{2-[(piperidin-3-ylmethyl)amino]ethyl}-β-d-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-α-d-glucopyranoside']"
DB04719,['nan']
DB04720,['nan']
DB04721,['nan']
DB04722,['nan']
DB04723,['nan']
DB04724,['nan']
DB04725,"['licofelone', 'licofelone']"
DB04726,['nan']
DB04727,['nan']
DB04728,"['lividomycin a', 'lividomicina']"
DB04729,"['gentamicin c1a', 'gentamycin c12']"
DB04731,['nan']
DB04732,['nan']
DB04733,['nan']
DB04734,"['citraconic acid', '(z)-2-methyl-2-butenedioic acid', '2-methyl-2-butenedioic acid', '2-methylmaleic acid', 'cis-2-methylbutenedioic acid', 'cis-methylbutenedioic acid', 'citraconate', 'citraconsäure', 'methyl-maleinsäure', 'methylmaleic acid', 'α-methylmaleic acid']"
DB04735,['nan']
DB04736,['nan']
DB04737,['nan']
DB04738,"['motuporin', 'nodularin-v']"
DB04739,['nan']
DB04740,['nan']
DB04741,"['myxothiazol', ""(2z,6e)-7-{2'-[(2e,4e)-1,6-dimethylhepta-2,4-dienyl]-2,4'-bi-1,3-thiazol-4-yl}-3,5-dimethoxy-4-methylhepta-2,6-dienamide""]"
DB04742,['nan']
DB04743,['nan']
DB04744,"['lawsone', '2-hydroxy-1,4-naphthalenedione', '2-hydroxy-1,4-naphthoquinone', '2-hydroxynaphthoquinone']"
DB04745,['nan']
DB04746,"['(10e,12z)-octadecadienoic acid', '(10e,12z)-octadeca-10,12-dienoic acid', '(e,z)-octadeca-10,12-dienoic acid', '10-trans-12-cis-cla', '10-trans-12-cis-conjugated linoleic acid', '10-trans-12-cis-linoleic acid', '10-trans-12-cis-octadecadienoic acid', '10,12-trans,cis-octadecanoic acid', 'c18:2, n-6,8 cis,trans']"
DB04747,['nan']
DB04748,['nan']
DB04749,['nan']
DB04750,['nan']
DB04751,"['purvalanol a', '6-((3-chloro)anilino)-2-(isopropyl-2-hydroxyethylamino)-9-isopropylpurine', 'purv']"
DB04752,"['phosphatidyl ethanol', '(2s)-2-[(9e)-hexadec-9-enoyloxy]-3-{[hydroxy(2-hydroxyethoxy)phosphoryl]oxy}propyl (9e)-octadec-9-enoate', 'peth']"
DB04753,['nan']
DB04754,['nan']
DB04755,['nan']
DB04756,['nan']
DB04757,['nan']
DB04758,['nan']
DB04759,['nan']
DB04760,['nan']
DB04761,['nan']
DB04762,['nan']
DB04763,['nan']
DB04764,['nan']
DB04765,['nan']
DB04767,['nan']
DB04768,['nan']
DB04769,['nan']
DB04770,['nan']
DB04771,['nan']
DB04772,['nan']
DB04773,['nan']
DB04774,['nan']
DB04775,['nan']
DB04776,"['(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)butan-1-ol', '(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-1-butanol', 'aftin-4']"
DB04777,"['(r)-4-nitrostyrene oxide', '(2r)-2-(4-nitrophenyl)oxirane', '(r)-2-(4-nitrophenyl)oxirane', '(r)-para-nitrostyrene oxide']"
DB04778,['nan']
DB04779,['nan']
DB04780,"['sulfatide', 'sulfogalactoceramide']"
DB04781,"['5-hydroxyvaleric acid', '5-hydroxy valeric acid', '5-hydroxy-pentanoic acid', '5-hydroxypentanoate', '5-hydroxypentanoic acid', '5-hydroxyvalerate', 'delta-hydroxypentanoic acid', 'delta-hydroxyvaleric acid']"
DB04782,"['(s)-4-nitrostyrene oxide', '(2s)-2-(4-nitrophenyl)oxirane', '(s)-2-(4-nitrophenyl)oxirane', '(s)-para-nitrostyrene oxide', 'sno']"
DB04783,['nan']
DB04784,"['(r)-1-phenylethanol', '(1r)-1-phenylethanol', '(r)-alpha-methylbenzenemethanol', '(r)-alpha-methylbenzyl alcohol', '(r)-α-methylbenzenemethanol', '(r)-α-methylbenzyl alcohol']"
DB04785,"['streptolydigin', 'afragilimycin a', 'portamycin']"
DB04786,"['suramin', 'suramin', 'suramine']"
DB04787,['nan']
DB04788,"['tagetitoxin', '(1r,4r,5r,6r,7s,8r)-6-acetoxy-7-amino-4-carbamoyl-4-hydroxy-8-(phosphonooxy)-9-oxa-3-thiabicyclo[3.3.1]nonane-1-carboxylic acid']"
DB04789,"['5-methyltetrahydrofolic acid', '5-methyl-5,6,7,8-tetrahydrofolic acid', '5-methyl-5,6,7,8-tetrahydropteroyl-l-glutamic acid', '5-methyltetrahydropteroyl monoglutamate', '5-methyltetrahydropteroylglutamic acid', 'n-methyltetrahydrofolate', 'n-methyltetrahydrofolic acid', 'n5-methyltetrahydrofolate', 'n5-methyltetrahydrofolic acid', 'n5-methyltetrahydropteroylglutamate']"
DB04790,"['2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol', '1,4:3,6-dianhydro-2,5-bis-o-(3-carbamimidoylphenyl)-d-glucitol']"
DB04791,['nan']
DB04792,['nan']
DB04793,['nan']
DB04794,"['bifonazole', '(+-)-1-(p,alpha-diphenylbenzyl)imidazole', '1-((4-biphenylyl)phenylmethyl)-1h-imidazole', '1-(alpha-(4-biphenylyl)benzyl)imidazole', '1-(p,alpha-diphenylbenzyl)imidazole', '1-[biphenyl-4-yl(phenyl)methyl]imidazole', 'bifonazol', 'bifonazole', 'bifonazolum']"
DB04795,"['thenoyltrifluoroacetone', '1-thenoyl-3,3,3-trifluoroacetone', '1,1,1-trifluoro-3-(2-thenoyl)acetone', '2-thenoyltrifluoroacetone', 'alpha-thenoyltrifluoroacetone', 'perfluoroacetyl(2-thenoyl)methane']"
DB04796,"['inecalcitol', '19-nor-14-epi-23-yne-1,25 dihydroxyvitamin d3', '9,10-seco-14bh-19-norcholesta-5(z),7(e)-dien-1(r),3(r),25-triol-23-yne']"
DB04797,['nan']
DB04798,['nan']
DB04799,"['5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole', '3-undecyl-2-hydroxydioxobenzothiazol', '6-hydroxy-5-undecyl-1,3-benzothiazole-4,7-dione', '6-hydroxy-5-undecyl-4,7-benzothiazoledione', 'uhdbt']"
DB04800,['nan']
DB04801,"['cis-vaccenic acid', '(z)-11-octadecenoic acid', '(z)-octadec-11-enoic acid', 'asclepic acid', 'cis-11-octadecenoic acid', 'cis-octadec-11-enoic acid', 'trans-11-octadecensäure']"
DB04802,['nan']
DB04803,['nan']
DB04804,['nan']
DB04805,"['virginiamycin s1', 'staphylomycin s', 'staphylomycin s1', 'virginiamycin factor s', 'virginiamycin factor s1']"
DB04806,['nan']
DB04807,['nan']
DB04808,"['neamine', 'dekamycin v', 'nebramycin x', 'negamicin', 'neomycin a']"
DB04809,['nan']
DB04810,['nan']
DB04811,['nan']
DB04812,"['benoxaprofen', '(±)-benoxaprofen', '(1)-2-(4-chlorophenyl)benzoxazole-5-propionic acid', '2-(4-chlorophenyl)-alpha-methyl-5-benzoxazoleacetic acid', '2-(4-chlorophenyl)-α-methyl-5-benzoxazoleacetic acid', '2-(p-chlorophenyl)-α-methyl-5-benzoxazoleacetic acid', 'benoxaprofen', 'benoxaprofene', 'benoxaprofeno', 'benoxaprofenum', 'dl-benoxaprofen']"
DB04813,"['bithionol', '2-hydroxy-3,5-dichlorophenyl sulfide', '2-hydroxy-3,5-dichlorophenyl sulphide', ""2,2'-dihydroxy-3,3',5,5'-tetrachlorodiphenyl sulfide"", ""2,2'-dihydroxy-3,3',5,5'-tetrachlorodiphenylsulfide"", ""2,2'-sulfanediylbis(4,6-dichlorophenol)"", ""2,2'-thiobis(4,6-dichlorophenol)"", 'bis(3,5-dichloro-2-hydroxyphenyl) sulfide', 'bithionol', 'bithionol sulfide', 'bithionolate', 'bithionolum', 'bitionol']"
DB04814,"['bunamiodyl', '2-(3-butyramido-3,4,6-triiodophenylmethylene)butyric acid', 'bunamiodilo', 'bunamiodylum']"
